id;full_sq;life_sq;floor;preschool_education_centers_raion;school_education_centers_raion;school_education_centers_top_20_raion;university_top_20_raion;sport_objects_raion;additional_education_raion;culture_objects_top_25_raion;shopping_centers_raion;metro_km_walk;kindergarten_km;school_km;park_km;green_zone_km;mkad_km;bulvar_ring_km;kremlin_km;price_doc
10637;78;40;12;5;5;0;0;4;3;0;5;0.692868511;0.399682884;0.37291733;0.363631926;0.101255639;2.529214039;16.49403682;17.35216619;5260000
10638;45;28;5;3;4;0;0;11;3;0;1;2.284968741;0.359866091;0.617051148;0.080159619;0.146146611;1.890770289;12.79014094;14.33973753;6500000
10639;75;36;9;8;8;0;1;12;5;1;5;1.131019671;0.482667408;0.244014811;1.326691849;0.339054486;5.768543673;7.647357278;8.519679938;7000000
10640;38;18;4;1;2;0;0;10;3;1;3;0.719850819;0.741339345;0.684615744;3.101607402;0.011110305;12.52081913;4.515584811;5.048867488;6300000
10641;38;22;4;4;7;0;0;5;1;0;0;1.147123818;0.21192549;0.576454087;0.707683305;0.073150918;5.373401563;8.822893397;9.783519508;6000000
10642;44;29;4;7;9;0;1;29;2;3;5;0.261464321;0.169287643;1.595566251;1.452772034;0.630756009;9.483785514;4.747092299;5.676026746;1000000
10643;32;18;2;6;6;0;0;8;3;0;3;6.759698962;0.35789027;0.832051515;2.72279936;0.045262949;0.217162678;19.16925563;19.69289526;4350000
10644;41;1;2;8;9;0;0;6;2;0;10;1.973413595;0.964939966;0.199259913;2.253260199;0.330331079;1.202210361;13.14671481;14.29423798;7529400
10645;79;NA;3;0;0;0;0;0;2;0;0;2.436882294;0.745285772;0.936323574;1.773759013;0.456704279;7.371716114;25.03210973;25.73525569;7011550
10646;45;28;3;6;7;0;0;5;3;0;5;2.79773049;0.154652146;0.094521177;1.876285693;0.223345088;4.700597563;8.855190406;10.65540526;5900000
10647;37;23;3;4;5;0;0;18;4;0;3;0.378639025;0.36532625;0.776337223;2.533171399;0.332833717;7.876156787;6.37345909;7.531809117;7000000
10648;37;NA;10;0;0;0;0;0;0;0;0;13.31457522;0.080554614;7.465533087;12.53591035;0.142926869;12.69348433;27.95587215;28.73814133;2562205
10649;32;19;4;7;7;0;0;7;7;0;7;1.568073654;0.108098621;0.473153598;0.186906986;0.136116873;0.790307515;16.64655535;17.36522087;5500000
10650;62;58;10;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;5782752
10651;81;49;7;7;8;0;0;5;2;0;3;0.621555915;0.518408293;0.746916108;0.201033267;0.236194079;2.225744793;12.16000052;13.05576177;15300000
10652;44;27;7;3;4;0;0;0;0;0;0;24.06455161;0.959126087;0.411375454;16.36919686;0.509510499;19.10676612;35.97787956;37.27942759;2000000
10653;87;56;7;4;4;0;3;13;1;0;5;1.204622728;0.489802421;0.26084394;1.211796523;0.381935684;12.77089669;0.207611663;1.03194859;22900000
10654;85;NA;14;4;4;1;2;29;16;10;23;1.121589009;1.048961618;0.269716418;0.284299796;0.189089214;13.91781463;0.506919217;0.072896553;7725974
10655;47;NA;19;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4832540
10656;51;NA;5;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;5115198
10657;38;19;5;5;5;0;0;0;4;0;0;3.350297349;0.202197462;0.359523281;4.233471187;0.170686008;5.1133123640000004;18.50953454;19.77040061;4700000
10658;53;28;5;7;8;1;0;5;0;0;1;3.83921029;0.107672601;0.244525002;2.847585593;0.184111975;0.468728408;11.92411056;13.63137606;8550000
10659;85;NA;14;0;0;0;0;0;0;0;1;1.285780274;0.635663591;0.878724171;4.163814965;0.177144746;6.705830578;20.6420406;21.50722214;7725974
10660;41;NA;7;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;3792496
10661;48;27;2;6;6;0;0;4;2;0;4;0.846538708;0.171233238;0.296771833;1.08132458;0.184106258;3.545866136;14.85510612;15.38584192;7250000
10662;31;31;10;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;3445200
10663;31;19;3;5;5;0;2;4;2;0;2;2.354074418;0.199281068;0.418860694;2.603665966;0.210016539;6.6042677;10.37564684;11.07100612;5000000
10664;31;31;13;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;3732000
10665;69;NA;2;0;0;0;0;0;0;0;1;8.038429025;2.653879314;2.85892752;8.099437367;0.14870048;10.60994571;24.14808173;25.02885405;6704137
10666;100;NA;9;0;0;0;0;1;0;0;0;5.41827141;3.592768306;4.033052714;3.722560926;0.04431672;3.23407308;19.17984337;19.92881447;12100300
10667;41;NA;6;0;0;0;0;3;3;0;2;5.595286057;3.8874217;3.741731564;6.113915676;0.463249737;7.360650499;21.85206424;22.66560945;4274226
10668;58;58;2;5;5;0;0;1;2;0;5;0.716764802;0.556972914;0.512500127;0.412427716;0.229300937;2.895197172;13.87388432;15.16022466;10921680
10669;63;30;10;0;0;0;0;0;2;0;0;2.436882294;0.745285772;0.936323574;1.773759013;0.456704279;7.371716114;25.03210973;25.73525569;5934880
10670;33;14;7;11;13;1;0;13;4;0;4;0.451942993;0.084048667;0.4220416;2.902660882;0.252746154;3.424805938;21.56403533;22.23296357;5700000
10671;61;56;8;0;0;0;0;0;2;0;0;2.480616209;0.847506753;1.044495161;1.749201899;0.580784592;7.496034318;25.15539081;25.85869086;5618265
10672;64;NA;8;4;6;0;0;16;3;0;6;1.8003023;1.283897062;1.361721287;2.737546649;0;5.395035087;7.059070232;8.788843014;5445456
10673;40;40;3;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;3672880
10674;82;82;12;5;5;0;0;5;3;0;6;0.101090228;0.340108373;0.44498519;3.372183872;0.174753783;4.200864252;14.27184095;14.8947903;12248455
10675;43;43;4;6;6;0;0;4;1;0;4;18.78267182;1.081880784;0.718082988;15.85639631;0.221561977;18.18854135;35.11052347;36.35560764;4403600
10676;63;NA;17;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;7103019
10677;60;NA;11;4;4;1;2;29;16;10;23;1.121589009;1.048961618;0.269716418;0.284299796;0.189089214;13.91781463;0.506919217;0.072896553;5581796
10678;55;NA;2;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;5765855
10679;42;21;10;13;14;0;0;16;16;0;15;0.837442062;0.204589665;0.333628851;0.942749608;0.145391078;3.614207725;13.23781504;14.0403648;6350000
10680;56;31;7;6;8;0;0;5;2;0;5;0.115774731;0.067991721;0.294616988;0.250564605;0.122750766;6.379693438;9.223826059;10.47569759;11550000
10681;38;38;10;0;0;0;0;0;2;0;0;2.480616209;0.847506753;1.044495161;1.749201899;0.580784592;7.496034318;25.15539081;25.85869086;4064688
10682;40;40;6;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;4499000
10683;41;41;10;6;7;0;0;3;4;0;9;0.563323025;0.379842284;0.374914175;2.122393153;0.53312641;2.327910479;16.14904661;16.78022373;6692335
10684;75;NA;14;0;0;0;0;1;0;0;0;5.574398045;3.029289207;2.883597955;3.404786896;0.035035251;2.498267346;19.94519288;20.66681407;6091200
10685;46;29;9;6;6;0;0;12;2;0;9;3.786720086;0.235991767;0.644238244;1.503963313;0.146883629;3.050909783;10.61400013;11.49024978;6900000
10686;30;NA;19;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;3519000
10687;103;103;11;0;0;0;0;1;0;0;0;5.574398045;3.029289207;2.883597955;3.404786896;0.035035251;2.498267346;19.94519288;20.66681407;8772000
10688;59;44;1;4;4;0;1;14;4;0;8;1.185610197;0.075052596;0.61433576;2.474792998;0.820637304;6.792011173;5.732350089;7.468799035;1000000
10689;45;18;3;0;0;0;0;0;2;0;0;2.436882294;0.745285772;0.936323574;1.773759013;0.456704279;7.371716114;25.03210973;25.73525569;4267000
10690;50;34;8;6;7;0;0;3;4;0;9;0.529571569;0.247838376;0.693313865;2.034080719;0.66875896;2.43187057;16.15433957;16.77286527;7150000
10691;61;NA;17;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;5717568
10692;46;NA;2;0;0;0;0;1;0;0;0;5.574398045;3.029289207;2.883597955;3.404786896;0.035035251;2.498267346;19.94519288;20.66681407;3892700
10693;51;NA;2;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;5014900
10694;155;110;22;6;8;0;1;11;1;0;4;1.942109335;0.41129322;0.755596306;1.672691692;0.488245477;4.434626901;10.41375556;11.16738686;21000000
10695;45;30;6;10;13;0;0;13;1;0;4;0.627266138;0.134351343;0.272490444;1.771492234;0.225099344;3.980456437;11.5415167;12.47880871;7300000
10696;61;NA;1;0;0;0;0;1;0;0;0;5.917714635;3.829122818;4.272721488;3.84877627;0.207943426;3.411881825;19.44859328;20.19708984;4946400
10697;116;64;14;5;7;1;0;6;4;0;1;1.663442032;0.236059609;0.251379859;0.556382506;0.065863443;6.391579296;8.425850164;9.17581438;30264000
10698;40;NA;10;4;4;1;2;29;16;10;23;1.121589009;1.048961618;0.269716418;0.284299796;0.189089214;13.91781463;0.506919217;0.072896553;4258400
10699;43;24;11;5;5;0;1;9;5;0;2;0.624329567;0.232000724;0.33877976;0.604003275;0.202023036;4.219153494;10.16830256;10.95510078;1200000
10700;32;17;12;5;5;0;0;7;3;0;16;2.095152891;0.125509224;0.183804839;2.617543452;0.304863458;0.440858808;14.43845171;15.908614;5500000
10701;63;43;3;4;4;0;0;7;1;0;5;1.36171697;0.125739952;0.121387293;1.613053931;0.19504705;2.979996384;9.192187711;10.74870663;10350000
10702;63;NA;12;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;5903808
10703;65;43;3;8;8;0;1;12;5;1;5;0.468321493;0.08579655;0.304138452;0.279443868;0.515964097;5.096862207;8.571155902;9.429598668;10500000
10704;84;52;8;10;11;0;0;11;11;0;8;0.141825215;0.249171696;0.388493598;4.644374846;0.249132208;1.467089301;15.6683599;16.82374939;13400000
10705;46;NA;14;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4750284
10706;72;44;2;6;7;0;0;5;3;0;4;1.796816484;0.23996606;0.088871692;2.13449625;0.094828594;1.434450095;11.74068878;13.52616248;12900000
10707;60;60;8;4;4;1;2;29;16;10;23;1.121589009;1.048961618;0.269716418;0.284299796;0.189089214;13.91781463;0.506919217;0.072896553;5903808
10708;67;43;16;6;7;0;0;5;3;0;5;3.194998099;0.196389218;0.264549465;0.55591031;0.056664222;0.527202748;13.26275147;15.05943884;10400000
10709;43;39;2;9;10;0;0;17;6;0;11;0.321909206;0.608935683;0.24120319;0.43240965;0.477166081;1.622899699;17.46330534;18.6506511;6294780
10710;101;NA;4;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;7691495
10711;31;21;8;7;7;0;0;13;0;0;2;1.269824063;0.215581961;0.357941182;2.303659752;0.63359215;3.267376596;8.904805306;10.55475323;1000000
10712;39;16;12;4;8;0;0;12;1;0;5;NA;0.483342366;0.518033077;1.61362396;0.064452617;10.49077229;4.927820615;6.386919213;5600000
10713;55;35;11;5;5;0;0;1;2;0;5;1.506414304;0.43794589;0.525599123;2.219354516;0.226216623;1.233246035;15.66901879;16.9402379;10300000
10714;38;NA;15;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4723318
10715;33;22;4;5;5;0;2;4;2;0;2;2.195669374;0.420502519;0.441447401;2.097141061;0.015711999;7.106530205;9.703882222;10.39874733;1000000
10716;64;46;12;1;1;0;0;4;4;0;5;1.313780721;0.331542816;0.366998725;1.244227482;0.085377552;9.935068621;5.4285821;6.899674866;10300000
10717;39;20;12;8;8;0;1;12;5;1;5;2.164535187;0.689655826;0.408242388;0.618295877;0.162002676;8.611087775;5.502750439;6.282513867;7300000
10718;125;NA;15;4;6;0;0;10;3;0;10;1.116647716;0.393936208;0.303709649;1.811873989;0.609047418;11.31439851;7.322533839;7.839826388;17958104
10719;37;19;1;5;5;0;0;1;0;0;4;0.85398517;0.197508245;0.214163289;2.401665172;0.311211215;1.321764219;13.55144377;15.08142407;5200000
10720;76;41;4;5;5;0;2;4;2;0;2;0.568145945;0.328805164;0.360702145;1.836035821;0.228286341;7.865044934;9.917549042;10.57422893;13400580
10721;61;NA;7;0;0;0;0;0;2;0;0;2.254916339;0.647239114;0.826052086;1.799914811;0.314381737;7.229762565;24.89313031;25.59597356;6147735
10722;28;16;5;6;6;0;0;7;0;0;1;1.042062615;0.2080918;0.459707523;1.146123992;0.410534114;10.02841953;6.155286997;6.828504678;6000000
10723;43;29;5;5;5;0;0;18;1;0;6;0.49339536;0.244983487;0.093914808;0.808753777;0.142520274;7.492611546;6.461810798;7.320668809;7300000
10724;92;32;14;4;5;0;0;4;2;0;0;0.631512983;0.127745534;0.211998931;0.830686981;0.80095137;2.890536795;15.56542228;16.93471199;8500000
10725;58;32;10;13;14;0;0;16;16;0;15;1.509799972;0.264793997;0.285569288;0.15311186;0.159561848;3.715375909;12.81940627;13.69131081;8600000
10726;38;20;6;11;13;1;0;13;4;0;4;0.859305688;0.24688493;0.340665633;3.00240855;0.031106939;4.591745923;22.32491996;23.02079129;5650000
10727;46;1;12;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;4244188
10728;82;82;3;0;0;0;0;3;2;0;0;21.74975987;0.502620497;15.09787929;16.10229791;0.20624237;20.13461524;36.68360441;37.43465057;3502000
10729;45;28;4;3;3;0;0;6;2;0;3;1.879955933;0.516425073;0.521056343;1.098680511;0.288586185;3.779340685;10.80740458;12.35792698;6300000
10730;56;39;2;3;4;0;0;10;1;0;1;1.011415559;0.403453112;0.434849483;0.702525666;0.094989654;3.284193507;13.25647108;14.51005336;7668000
10731;63;30;16;0;0;0;0;0;2;0;0;2.436882294;0.745285772;0.936323574;1.773759013;0.456704279;7.371716114;25.03210973;25.73525569;5813760
10732;77;NA;2;0;0;0;0;3;3;0;2;5.595286057;3.8874217;3.741731564;6.113915676;0.463249737;7.360650499;21.85206424;22.66560945;5859033
10733;44;28;9;4;4;0;0;6;2;0;5;3.047909105;0.25201602;0.316862305;0.808134361;0.486711864;1.52683828;14.20183059;15.64927903;6100000
10734;61;44;6;6;6;0;0;8;3;0;3;3.89232304;0.234859236;0.232840226;0.763658898;0.140789557;2.010439224;17.29943875;17.80684881;7775000
10735;64;NA;15;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;5335760
10736;45;45;18;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;5107200
10737;35;20;6;4;4;0;0;10;3;0;9;1.342922169;0.305790572;0.590136095;2.236213974;0.127601254;3.882365867;11.33910096;12.828226;6200000
10738;46;27;5;2;3;0;0;6;3;0;1;1.407061522;0.478347512;0.175331681;3.627052388;0.214214189;1.379138304;11.35226978;13.09941555;6000000
10739;38;18;1;7;7;0;0;7;7;0;7;1.386971286;0.117264604;0.294993301;0.199650588;0.125975012;0.730139938;16.63077487;17.35361481;5730000
10740;69;58;4;0;0;0;0;0;0;0;1;8.038429025;2.653879314;2.85892752;8.099437367;0.14870048;10.60994571;24.14808173;25.02885405;6912577
10741;77;43;4;4;5;0;0;18;4;0;3;2.721218639;0.315602168;0.419377081;2.658290366;0.061808742;6.01155819;8.286233513;9.430653317;14500000
10742;79;NA;2;0;0;0;0;0;2;0;0;2.531421821;0.881054072;1.078635711;1.734232022;0.613424684;7.529247739;25.18972726;25.89297057;6780400
10743;37;19;2;11;13;1;0;13;4;0;4;1.253146226;0.105285662;0.490705399;3.04360015;0.260630927;5.000213513;22.68404404;23.38376886;5400000
10744;27;14;1;9;10;0;0;17;6;0;11;2.843283485;1.917806248;0.770551471;1.940370933;0.265589406;2.771600254;17.42542507;18.60215576;4600000
10745;43;38;15;5;7;1;0;6;0;0;5;3.109971469;0.165910443;0.411326566;0.71599298199999994;0.040373591;4.702417245;8.950203624;9.825248401;9400000
10746;58;45;2;8;8;1;0;7;8;0;5;1.517063278;0.105560516;0.14849453;0.861334612;0.468362673;2.673153824;10.48819401;11.65038789;7200000
10747;64;60;7;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;5959680
10748;34;NA;10;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;3648700
10749;40;40;5;4;4;1;2;29;16;10;23;1.121589009;1.048961618;0.269716418;0.284299796;0.189089214;13.91781463;0.506919217;0.072896553;3362009
10750;35;19;15;1;2;0;0;10;3;1;3;0.353032368;0.283635384;0.800972722;1.957152525;0.381023865;10.9062561;5.684377811;6.315815028;7500000
10751;41;NA;6;5;5;0;0;10;3;0;11;2.135234499;0.318357288;0.507777208;3.055127406;0.275707724;6.218716736;12.27859873;12.88801145;7025750
10752;102;49;2;4;4;1;2;29;16;10;23;0.624608923;0.538567957;0.573285267;0.857951622;0.037068344;13.28787804;1.384198891;2.718675244;23700000
10753;64;NA;14;3;3;0;0;3;2;0;5;2.162658516;0.283116129;0.431915194;0.581198967;0.481167694;1.036283143;14.46995561;15.86904434;5871104
10754;59;43;6;7;7;0;0;7;7;0;7;2.24370783;0.22990904;0.350116395;0.526932767;0.055273376;0.593480647;16.61256196;17.33940686;8400000
10755;143;67;15;6;6;0;0;7;0;0;1;1.024209016;0.143242931;0.653484324;1.582525792;0.37043117;8.357725236;6.750836604;7.48870538;36000000
10756;63;NA;2;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;7103019
10757;95;NA;8;8;9;0;0;6;2;0;10;1.973413595;0.964939966;0.199259913;2.253260199;0.330331079;1.202210361;13.14671481;14.29423798;15092000
10758;50;NA;13;0;0;0;0;1;0;0;0;6.15001015;3.602578403;3.902132564;4.44822859;0.574535276;3.657878256;20.87560196;21.60973301;4384800
10759;60;43;5;6;6;0;0;7;3;0;0;0.722635146;0.238448177;0.499448276;2.355721781;0.392549358;3.250524679;9.595069244;10.85024014;5000000
10760;79;NA;13;0;0;0;0;0;2;0;0;2.436882294;0.745285772;0.936323574;1.773759013;0.456704279;7.371716114;25.03210973;25.73525569;7319750
10761;40;NA;7;0;0;0;0;0;0;0;1;2.295028376;1.330390453;1.692060725;5.034656819;0.038518215;7.595687986;21.50173781;22.37012991;4553800
10762;32;20;3;7;7;0;0;13;0;0;2;0.883794357;0.159867978;0.105743685;2.18163114;0.375806368;3.408652969;8.736791854;10.35453619;4800000
10763;45;28;7;5;7;1;0;6;0;0;5;2.581649092;0.639991791;0.284800072;0.124798406;0.107389432;4.131178052;9.298569079;10.17628473;2000000
10764;35;18;3;0;0;0;0;0;0;0;0;39.97830925;11.89263038;32.07071811;32.0103914;0.244763815;38.0786885;55.0092604;55.7578013;3100000
10765;39;NA;4;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4061390
10766;63;36;15;0;0;0;0;0;2;0;0;5.760303129;3.154437867;3.466776458;5.453822054;0.040313572;9.013410666;26.33497516;27.06827091;6175000
10767;66;44;11;4;6;0;0;16;3;0;6;0.389418799;0.630547229;0.615356297;1.242923775;0;5.82634457;7.022647664;8.807559671;9000000
10768;61;39;10;4;6;2;0;6;5;0;4;1.931448679;0.007911834;0.232577998;1.297547103;0.035640814;8.721075726;5.771409977;6.524082219;17400000
10769;117;76;9;5;5;0;1;9;5;0;2;0.551110748;0.235048365;0.374377781;0.709735129;0.404546061;4.78861594;9.733581937;10.50645271;32600000
10770;38;NA;17;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4462000
10771;45;18;6;0;0;0;0;0;2;0;0;2.436882294;0.745285772;0.936323574;1.773759013;0.456704279;7.371716114;25.03210973;25.73525569;4416345
10772;40;40;14;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;3695680
10773;37;23;5;4;4;0;0;6;2;0;5;3.030226581;0.260443824;0.196895148;0.862987466;0.502367497;1.63898273;14.08004304;15.5269112;5500000
10774;43;28;3;4;6;2;0;6;5;0;4;0.556643191;0.410515651;0.548100947;2.549188356;0.225576011;10.40283862;4.580904113;5.30694545;8200000
10775;62;39;8;7;7;0;0;6;4;0;1;1.253552848;0.125966432;0.2339893;2.987324052;0.243312778;5.57541518;19.3659514;20.23910842;2800000
10776;72;44;8;7;7;0;0;7;7;0;7;2.863328913;0.077888351;0.5023345;0.695317659;0.1355078;0.27579125;16.9622951;17.68940973;10300000
10777;82;44;8;5;5;0;1;9;5;0;2;0.622691374;0.399455833;0.237083141;0.844014683;0.208736737;4.612179642;9.946113467;10.71685553;13300000
10778;39;18;3;7;9;0;0;8;4;0;2;0.657981721;0.246354458;0.562058195;2.610375481;0.068545983;5.287520933;8.022704435;9.793787338;6300000
10779;37;22;2;4;6;0;0;7;6;0;0;2.492115382;0.190709255;0.559599302;1.946533835;0.256216308;8.264626458;7.4402063;8.787357458;5000000
10780;66;66;1;0;0;0;0;0;0;0;1;8.038429025;2.653879314;2.85892752;8.099437367;0.14870048;10.60994571;24.14808173;25.02885405;5535932
10781;44;NA;18;8;9;0;0;6;2;0;10;1.973413595;0.964939966;0.199259913;2.253260199;0.330331079;1.202210361;13.14671481;14.29423798;8599140
10782;45;22;1;5;9;0;0;12;5;0;11;0.423078171;0.356120196;0.093473097;3.305618864;0.104086979;10.40585209;4.630023701;5.306421745;7000000
10783;44;27;5;5;5;0;0;1;2;0;5;1.405681214;0.478491065;0.211121086;1.81602332;0.491905111;1.628471824;15.26796973;16.54119891;7800000
10784;51;NA;1;11;13;1;0;13;4;0;4;1.199592626;0.384863898;0.801173988;3.298028392;0;3.112347859;21.17779825;21.85038809;4771120
10785;60;NA;14;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;5079098
10786;60;60;8;6;6;0;0;12;2;0;9;4.004597729;0.554583953;0.316282533;2.752350799;0.284230712;2.235722871;11.66262551;12.53483979;5292183
10787;53;NA;1;0;0;0;0;0;0;0;0;12.65438623;2.313381553;5.2226372659999996;10.40277919;0;11.431536060000001;26.19777888;27.00081593;3069381
10788;73;44;10;9;10;0;0;17;6;0;11;0.557918471;0.266953213;0.173335559;0.883113455;0.420872165;2.113832106;18.23932897;19.43208017;11600000
10789;67;40;12;6;6;0;0;4;1;0;4;21.18339924;0.439557989;0.546449263;17.10720326;0.326626949;19.40304064;36.31559259;37.55748801;3000000
10790;63;NA;4;4;4;1;2;29;16;10;23;1.121589009;1.048961618;0.269716418;0.284299796;0.189089214;13.91781463;0.506919217;0.072896553;6051476
10791;115;115;5;0;0;0;0;3;2;0;0;21.79740404;0.54610224;15.14808307;16.1643733;0.119937285;20.16256135;36.69524104;37.44680016;5133014
10792;62;58;16;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;5782752
10793;38;38;4;0;0;0;0;0;1;0;0;14.45817948;4.163554775;9.01241512;10.35601413;0;14.10934708;30.99519351;31.74171168;3362009
10794;55;NA;15;0;0;0;0;1;0;0;0;5.729292784;3.776240281;3.90548409;3.992569206;0.139311672;3.426446247;20.32305649;21.06347842;6238400
10795;61;NA;25;9;10;0;0;17;6;0;11;0.031808467;0.556067501;0.249131302;0.528763787;0.55797958;1.744855881;17.56646253;18.7528432;9809910
10796;41;25;2;5;8;0;0;6;1;1;3;0.298914262;0.293236097;0.487109004;0.249373968;0.120578936;9.717584723;8.126388172;8.646914126;7700000
10797;73;42;16;5;5;0;0;4;5;0;2;0.966313104;0.164339248;0.301189902;0.908071075;0.040332991;6.209118809;8.967146814;9.854299916;10350000
10798;39;20;11;13;14;0;0;16;16;0;15;1.033975064;0.158991304;0.415988354;0.136709117;0.343166859;3.942715321;12.67337486;13.52438926;6200000
10799;37;18;8;5;5;0;0;3;2;0;2;0.605960918;0.477116951;0.75808339;2.548736588;0.04952699;4.560527866;11.32086078;12.79099306;1200000
10800;56;34;5;6;6;0;0;7;0;0;1;0.725633635;0.264389232;0.809932124;1.474814991;0.338322187;8.076894717;7.19317529;7.927565517;9800000
10801;83;NA;1;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;6487260
10802;44;27;8;5;5;0;0;4;5;0;2;0.576781084;0.123324919;0.314093953;0.98158701;0.471233199;6.492824024;8.369748738;9.263883783;7200000
10803;76;45;16;9;10;0;0;17;6;0;11;0.235875744;0.48450752;0.273095725;1.202971732;0.323184544;2.682260641;18.8686624;20.06223713;10700000
10804;77;77;7;4;4;1;2;29;16;10;23;1.121589009;1.048961618;0.269716418;0.284299796;0.189089214;13.91781463;0.506919217;0.072896553;6030128
10805;32;19;4;2;3;0;0;6;3;0;1;0.90258896;0.223127685;0.321410781;3.893576968;0.148422592;2.513420673;10.23468705;11.99174373;1500000
10806;60;33;10;2;3;0;0;1;1;0;0;2.717075324;0.188648401;0.435583129;3.202950205;0.172607795;2.909936561;10.43340824;12.2287968;8300000
10807;57;NA;7;0;0;0;0;3;3;0;2;5.700245301;3.861878188;3.53267974;6.520122631;0.183506282;8.184751973;22.54890872;23.37369741;5614240
10808;43;NA;10;0;0;0;0;0;0;0;1;2.077115314;1.170412595;1.545729905;4.894844728;0.214336177;7.46600054;21.35256386;22.2224338;4498697
10809;30;19;4;8;8;1;0;7;8;0;5;1.471305732;0.225069941;0.432658968;1.152621943;0.4508948;2.769899722;10.29989747;11.47962321;4600000
10810;80;46;6;6;6;0;0;4;2;0;4;0.530760596;0.24072101;0.41674177;2.452465382;0.445377838;2.028053073;15.93712954;16.55231806;13100000
10811;39;NA;17;5;5;0;0;0;4;0;0;3.776835959;0.286711204;0.214196513;4.616176397;0.017572412;5.94690829;19.27253651;20.54946417;4061390
10812;77;77;10;4;6;0;0;16;3;0;6;1.786701396;0.659906275;0.872979841;1.930507271;0.207675569;4.452368383;8.694967848;10.48800676;14068129
10813;17;13;5;4;4;0;1;14;4;0;8;1.723740934;0.261426144;1.032110967;3.281416434;1.274417999;7.374142454;4.941767861;6.662933578;3000000
10814;38;23;3;3;3;0;0;3;2;0;5;3.293684596;0.37266594;0.587022525;1.022882142;0.376018711;2.366363687;13.12628827;14.54268712;6492000
10815;38;19;5;6;6;0;0;12;2;0;9;4.443006768;0.344710235;0.859299268;2.187161704;0.507316649;0.722811164;13.19052649;14.06135167;5200000
